"","options"
"1482","soup, tomato rice, canned, prepared with equal volume water"
"1483","soup, turkey noodle, canned, prepared with equal volume water"
"1484","soup, turkey vegetable, canned, prepared with equal volume water"
"1485","soup, vegetarian vegetable, canned, prepared with equal volume water"
"1486","campbell's low sodium soups, chicken broth"
"1487","soup, vegetable beef, canned, prepared with equal volume water"
"1488","soup, vegetable with beef broth, canned, prepared with equal volume water"
"1489","soup, beef broth or bouillon, powder, prepared with water"
"1490","soup, beef broth, cubed, prepared with water"
"1491","soup, chicken broth or bouillon, dry, prepared with water"
"1492","soup, chicken broth cubes, dry, prepared with water"
"1493","campbell's low sodium soups, chicken with noodles soup"
"1494","soup, cream of chicken, dry, mix, prepared with water"
"1495","campbell's low sodium soups, cream of mushroom soup"
"1496","soup, onion, dry, mix, prepared with water"
"1497","campbell's red and white - microwaveable bowls, chicken noodle soup"
"1498","soup, tomato, dry, mix, prepared with water"
"1499","campbell's red and white - microwaveable bowls, chicken rice soup"
"1500","campbell's red and white - microwaveable bowls, creamy tomato soup"
"1501","campbell's red and white - microwaveable bowls, tomato soup"
"1502","campbell's red and white - microwaveable bowls, vegetable beef soup"
"1503","campbell's homestyle butternut squash bisque"
"1504","soup, chicken noodle, dry, mix, prepared with water"
"1505","campbell's homestyle light new england clam chowder"
"1506","campbell's homestyle healthy request mexican style chicken tortilla"
"1507","campbell's homestyle italian-style wedding soup"
"1508","campbell's homestyle mexican style chicken tortilla soup"
"1509","campbell's homestyle minestrone soup"
"1510","campbell's homestyle new england clam chowder"
"1511","campbell's homestyle potato broccoli cheese soup"
"1512","soup, beef mushroom, canned, prepared with equal volume water"
"1513","campbell's homestyle chicken with white & wild rice soup"
"1514","soup, chicken mushroom, canned, prepared with equal volume water"
"1515","soup, tomato bisque, canned, prepared with equal volume water"
"1516","soup, tomato, canned, prepared with equal volume water, commercial"
"1517","campbell's homestyle vegetable medley soup"
"1518","soup, ramen noodle, any flavor, dry"
"1519","soup, broccoli cheese, canned, condensed, commercial"
"1520","campbell's soup on the go, vegetable with mini round noodles soup"
"1521","campbell's soup on the go, chicken & stars soup"
"1522","campbell's soup on the go, chicken with mini noodles soup"
"1523","campbell's soup on the go, classic tomato soup"
"1524","campbell's soup on the go, creamy broccoli soup"
"1525","campbell's soup on the go, creamy chicken soup"
"1526","campbell's soup on the go, creamy tomato soup"
"1527","campbell's soup on the go, new england clam chowder"
"1528","campbell's soup on the go, vegetable beef soup"
"1529","campbell's soup on the go, cheesy potato with bacon flavor soup"
"1530","pace, chipotle chunky salsa"
"1531","pace, cilantro chunky salsa"
"1532","pace, enchilada sauce"
"1533","pace, green taco sauce"
"1534","pace, lime & garlic chunky salsa"
"1535","pace, organic picante sauce"
"1536","pace, picante sauce"
"1537","pace, red taco sauce"
"1538","pace, thick & chunky salsa"
"1539","swanson broth, certified organic vegetable broth"
"1540","soup, swanson, beef broth, lower sodium"
"1541","soup, swanson, vegetable broth"
"1542","campbell's homestyle light italian-style wedding soup"
"1543","sauce, peanut, made from coconut, water, sugar, peanuts"
"1544","smart soup, santa fe corn chowder"
"1545","smart soup, french lentil"
"1546","smart soup, greek minestrone"
"1547","smart soup, indian bean masala"
"1548","smart soup, moroccan chick pea"
"1549","smart soup, thai coconut curry"
"1550","smart soup, vietnamese carrot lemongrass"
"1551","sauce, pesto, ready-to-serve, refrigerated"
"1552","sauce, pesto, ready-to-serve, shelf stable"
"1553","sauce, pesto, buitoni, pesto with basil, ready-to-serve, refrigerated"
"1554","sauce, pesto, classico, basil pesto, ready-to-serve"
"1555","sauce, pesto, mezzetta, napa valley bistro, basil pesto, ready-to-serve"
"1556","sauce, hot chile, sriracha"
"1557","sauce, hot chile, sriracha, cha! by texas pete"
"1558","sauce, hot chile, sriracha, tuong ot sriracha"
"1559","soup, vegetable broth, ready to serve"
"1560","sauce, cheese sauce mix, dry"
"1561","soup, chicken corn chowder, chunky, ready-to-serve, single brand"
"1562","soup, chicken mushroom chowder, chunky, ready-to-serve, single brand"
"1563","soup, potato ham chowder, chunky, ready-to-serve, single brand"
"1564","soup, sirloin burger with vegetables, ready-to-serve, single brand"
"1565","soup, split pea with ham, chunky, reduced fat, reduced sodium, ready-to-serve, single brand"
"1566","soup, bean with bacon, condensed, single brand"
"1567","soup, beef with vegetables and barley, canned, condensed, single brand"
"1568","soup, chicken with star-shaped pasta, canned, condensed, single brand"
"1569","soup, cream of chicken, canned, condensed, single brand"
"1570","soup, split pea with ham and bacon, canned, condensed, single brand"
"1571","soup, vegetable beef, canned, condensed, single brand"
"1572","soup, chicken vegetable, chunky, reduced fat, reduced sodium, ready-to-serve, single brand"
"1573","soup, vegetable beef, microwavable, ready-to-serve, single brand"
"1574","soup, progresso, beef barley, traditional, ready to serve"
"1575","soup, beef and vegetables, canned, ready-to-serve"
"1576","sauce, cheese, ready-to-serve"
"1577","sauce, pasta, spaghetti/marinara, ready-to-serve"
"1578","prego pasta, traditional italian sauce, ready-to-serve"
"1579","soup, cream of chicken, canned, condensed, reduced sodium"
"1580","soup, tomato, canned, condensed, reduced sodium"
"1581","gravy, brown instant, dry"
"1582","gravy, instant beef, dry"
"1583","gravy, instant turkey, dry"
"1584","sauce, alfredo mix, dry"
"1585","sauce, peppers, hot, chili, mature red, canned"
"1586","sauce, chili, peppers, hot, immature green, canned"
"1587","fish broth"
"1588","soup, tomato, low sodium, with water"
"1589","soup, pea, low sodium, prepared with equal volume water"
"1590","soup, chicken noodle, low sodium, canned, prepared with equal volume water"
"1591","soup, vegetable soup, condensed, low sodium, prepared with equal volume water"
"1592","soup, cream of mushroom, low sodium, ready-to-serve, canned"
"1593","potato soup, instant, dry mix"
"1594","soup, chicken broth, low sodium, canned"
"1595","sauce, worcestershire"
"1596","sauce, tomato chili sauce, bottled, with salt"
"1597","soup, vegetable chicken, canned, prepared with water, low sodium"
"1598","sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium"
"1599","gravy, meat or poultry, low sodium, prepared"
"1600","soup, beef and mushroom, low sodium, chunk style"
"1601","soup, beef stroganoff, canned, chunky style, ready-to-serve"
"1602","soup, bouillon cubes and granules, low sodium, dry"
"1603","soup, ramen noodle, beef flavor, dry"
"1604","soup, ramen noodle, chicken flavor, dry"
"1605","soup, swanson chicken broth 99% fat free"
"1606","gravy, heinz home style, savory beef"
"1607","campbell's healthy request, chicken noodle soup, condensed"
"1608","healthy request, cream of celery soup, condensed"
"1609","campbell's healthy request, cream of mushroom soup, condensed"
"1610","campbell's healthy request, homestyle chicken noodle soup, condensed"
"1611","healthy request, minestrone soup, condensed"
"1612","healthy request, tomato soup, condensed"
"1613","healthy request, vegetable soup, condensed"
"1614","prego pasta, chunky garden combination italian sauce, ready-to-serve"
"1615","prego pasta, chunky garden tomato, onion and garlic italian sauce, ready-to-serve"
"1616","gravy, campbell's, au jus"
"1617","gravy, campbell's, beef"
"1618","gravy, campbell's, brown with onions"
"1619","gravy, campbell's, chicken"
"1620","barbecue loaf, pork, beef"
"1621","beerwurst, beer salami, pork and beef"
"1622","beerwurst, beer salami, pork"
"1623","sausage, berliner, pork, beef"
"1624","blood sausage"
"1625","bockwurst, pork, veal, raw"
"1626","bologna, beef"
"1627","bologna, beef and pork"
"1628","bologna, pork"
"1629","bologna, turkey"
"1630","bratwurst, pork, cooked"
"1631","braunschweiger (a liver sausage), pork"
"1632","brotwurst, pork, beef, link"
"1633","cheesefurter, cheese smokie, pork, beef"
"1634","chicken spread"
"1635","chorizo, pork and beef"
"1636","corned beef loaf, jellied"
"1637","dutch brand loaf, chicken, pork and beef"
"1638","frankfurter, beef, unheated"
"1639","frankfurter, chicken"
"1640","frankfurter, turkey"
"1641","ham, chopped, canned"
"1642","ham, chopped, not canned"
"1643","ham, sliced, packaged (96% fat free, water added)"
"1644","ham, sliced, regular (approximately 11% fat)"
"1645","ham, minced"
"1646","ham salad spread"
"1647","ham and cheese loaf or roll"
"1648","ham and cheese spread"
"1649","headcheese, pork"
"1650","sausage, italian, pork, raw"
"1651","knackwurst, knockwurst, pork, beef"
"1652","lebanon bologna, beef"
"1653","liver cheese, pork"
"1654","liver sausage, liverwurst, pork"
"1655","roast beef, deli style, prepackaged, sliced"
"1656","usda commodity, luncheon meat, canned"
"1657","luncheon meat, pork, canned"
"1658","turkey breast, low salt, prepackaged or deli, luncheon meat"
"1659","mortadella, beef, pork"
"1660","olive loaf, pork"
"1661","pastrami, turkey"
"1662","pate, chicken liver, canned"
"1663","pate, goose liver, smoked, canned"
"1664","pate, liver, not specified, canned"
"1665","peppered loaf, pork, beef"
"1666","pepperoni, beef and pork, sliced"
"1667","pickle and pimiento loaf, pork"
"1668","polish sausage, pork"
"1669","luxury loaf, pork"
"1670","mother's loaf, pork"
"1671","picnic loaf, pork, beef"
"1672","pork sausage, link/patty, unprepared"
"1673","pork sausage, link/patty, cooked, pan-fried"
"1674","pork and beef sausage, fresh, cooked"
"1675","turkey sausage, reduced fat, brown and serve, cooked (include butterball breakfast links turkey sausage)"
"1676","poultry salad sandwich spread"
"1677","salami, cooked, beef"
"1678","salami, cooked, beef and pork"
"1679","salami, cooked, turkey"
"1680","salami, dry or hard, pork"
"1681","salami, dry or hard, pork, beef"
"1682","sandwich spread, pork, beef"
"1683","smoked link sausage, pork"
"1684","sausage, smoked link sausage, pork and beef"
"1685","smoked link sausage, pork and beef, nonfat dry milk added"
"1686","thuringer, cervelat, summer sausage, beef, pork"
"1687","turkey breast, sliced, prepackaged"
"1688","sausage, vienna, canned, chicken, beef, pork"
"1689","honey roll sausage, beef"
"1690","sausage, italian, pork, cooked"
"1691","luncheon sausage, pork and beef"
"1692","new england brand sausage, pork, beef"
"1693","oscar mayer, bologna (beef)"
"1694","oscar mayer, braunschweiger liver sausage (sliced)"
"1695","oscar mayer, chicken breast (honey glazed)"
"1696","oscar mayer, ham (chopped with natural juice)"
"1697","oscar mayer, salami (hard)"
"1698","oscar mayer, smokies sausage little cheese (pork, turkey)"
"1699","oscar mayer, wieners (beef franks)"
"1700","turkey bacon, unprepared"
"1701","hormel pillow pak sliced turkey pepperoni"
"1702","turkey, pork, and beef sausage, low fat, smoked"
"1703","usda commodity, pork, sausage, bulk/links/patties, frozen, cooked"
"1704","frankfurter, beef, pork, and turkey, fat free"
"1705","luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes spam, 25% less sodium"
"1706","usda commodity, pork sausage, bulk/links/patties, frozen, raw"
"1707","luncheon meat, pork with ham, minced, canned, includes spam (hormel)"
"1708","luncheon meat, pork and chicken, minced, canned, includes spam lite"
"1709","bratwurst, veal, cooked"
"1710","liverwurst spread"
"1711","roast beef spread"
"1712","salami, pork, beef, less sodium"
"1713","sausage, italian, sweet, links"
"1714","sausage, polish, beef with chicken, hot"
"1715","sausage, polish, pork and beef, smoked"
"1716","sausage, pork and beef, with cheddar cheese, smoked"
"1717","sausage, summer, pork and beef, sticks, with cheddar cheese"
"1718","sausage, turkey, breakfast links, mild"
"1719","swisswurst, pork and beef, with swiss cheese, smoked"
"1720","bacon and beef sticks"
"1721","bratwurst, beef and pork, smoked"
"1722","bratwurst, chicken, cooked"
"1723","bratwurst, pork, beef and turkey, lite, smoked"
"1724","pastrami, beef, 98% fat-free"
"1725","salami, italian, pork"
"1726","sausage, italian, turkey, smoked"
"1727","sausage, chicken, beef, pork, skinless, smoked"
"1728","sausage, turkey, hot, smoked"
"1729","yachtwurst, with pistachio nuts, cooked"
"1730","beerwurst, pork and beef"
"1731","chicken breast, fat-free, mesquite flavor, sliced"
